,installment,annual_inc,dti,inq_last_6mths,mths_since_last_record,total_pymnt,total_pymnt_inv,total_rec_late_fee,tot_cur_bal,open_acc_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_actv_rev_tl,num_rev_tl_bal_gt_0,num_tl_op_past_12m,tot_hi_cred_lim,total_bc_limit
inq_last_12m,0.03110025548936324,0.06422152047425732,0.044408726205166366,0.4931011776511201,-0.05257085528192496,-0.013994505071039625,-0.014021788857444803,0.024152513509763603,0.11441657428028573,0.3187778202591796,0.3245675633808329,0.2685200961785475,-0.18793099222939685,0.1612333964187509,0.3191049094984131,0.30218166733062135,-0.08427820040782312,0.027169283948846955,0.008497102422674135,0.5583013978471496,1.0,0.4021476599162956,0.044787542036306346,0.01864314014394003,-0.04469380634422891,-0.174625159219481,-0.24570195254196742,0.09534203501176579,-0.13144803426893717,-0.5212320649569147,0.09073802887508993,0.08720498839838543,0.455207466251601,0.10427704237349927,-0.022923910184386352
acc_open_past_24mths,0.03407011735790959,0.056992591083123635,0.15423558592964393,0.31092392031164373,-0.026225605223511472,-0.023769590748976183,-0.023796335289132352,0.014389245936133487,0.10266598900951811,0.5588563648879307,0.4512664930512888,0.5799713110573235,-0.29569752546665495,0.21643200472582258,0.6521563611530674,0.8444840503594793,-0.11772634939616418,-0.04099499231442173,0.10423728572223924,0.2987964333763186,0.4021476599162956,1.0,-0.07709863365996933,0.12220287455717947,-0.060078093239442486,-0.40537665291195835,-0.4392837456240884,0.06712015210143076,-0.34067113891801865,-0.2183379692255246,0.35652722126043757,0.3499037190905734,0.7774687061976178,0.10794620518347205,0.06602241178977283
avg_cur_bal,0.20126253151321064,0.29340029150584424,-0.11697035933456976,-0.036968820017494575,-0.03595921520966669,0.22468940724356012,0.2247325635147217,0.02682120912555044,0.830583344913469,-0.032835988982835775,0.025989354441602365,0.026456611789221898,-0.020410843649792836,-0.016884829502793686,-0.14157543859196417,-0.18696816535519106,0.27172480153174666,0.0926953388687274,0.2233707655744507,0.05528857694143673,0.044787542036306346,-0.07709863365996933,1.0,0.03957718889150332,0.1309401056201616,0.15752292915126906,0.028351209639727145,0.46766269216997297,0.15658788960260805,-0.019583394330694115,-0.14374343809724038,-0.1477455101436403,-0.04631389678541251,0.7847158110487579,0.13873216727361243
bc_open_to_buy,0.16663249965737215,0.149729071979092,-0.0698681889277975,0.02462551387899374,-0.04095982336166657,0.1779996128240786,0.178026754240458,-0.020515777708022744,0.16557544763552154,0.09661791498224959,-0.003962297574473858,0.0,-0.005124565567287684,-0.053338344868344434,0.12796399818492596,0.1407292833735725,0.18243512164295034,-0.4612375395178331,0.6137496268527982,-0.008125004011008385,0.01864314014394003,0.12220287455717947,0.03957718889150332,1.0,0.18040000397853198,-0.07529712657012656,-0.06350516986437822,0.1375684078730554,-0.1208143042681328,-0.0215739644055339,0.12237348188257141,0.13807675558460733,0.11026827644468983,0.2593017163296132,0.8228365523818286
mo_sin_old_rev_tl_op,0.1528203165162545,0.131221364491293,0.05669335566674847,-0.005883135776904322,-0.09272185735888397,0.1745296108203148,0.17453559989137907,0.0,0.19059381694062721,-0.012046947753021212,-0.01844743910783166,-0.03244511126113021,0.05607641790633776,-0.09792081624900742,-0.026098752498900146,-0.05731864033599519,0.23858488924353724,-0.07760949364817231,0.2919651284919478,-0.050835293791661185,-0.04469380634422891,-0.060078093239442486,0.1309401056201616,0.18040000397853198,1.0,0.0759797833284202,0.041258551724601286,0.2931423991300149,0.12387527874963619,0.0,0.1743698442644269,0.17117135635627806,-0.02791903384449894,0.22031001789493287,0.27896236075131003
mo_sin_rcnt_rev_tl_op,0.02545769970796169,0.027644199518139047,-0.032475648012531,-0.20375471276073745,0.0,0.05602812178650786,0.05604670005195538,0.0051197855241057405,0.032515510795208445,-0.3627816437838828,-0.05438310641197478,-0.06517109853096004,0.06845472529703141,-0.05363020731662399,-0.4662223695511838,-0.4613852850020831,0.11158285759444188,0.11787735931361004,-0.05494335437359641,-0.07287934611262593,-0.174625159219481,-0.40537665291195835,0.15752292915126906,-0.07529712657012656,0.0759797833284202,1.0,0.6073813493170571,0.0284307718361927,0.6141232114309096,0.15528886629171043,-0.23269420335210403,-0.23108838285236086,-0.4042584507471471,0.023400573083835103,-0.03056252654937442
mo_sin_rcnt_tl,0.006109930398249941,-0.03026623661749792,-0.10116765145463576,-0.22700321292380005,0.0,0.03411553344535334,0.03412640438611446,-0.008006127400796611,-0.07268794475354837,-0.47468096070771837,-0.2936914659860243,-0.2755522767639298,0.34409476544778295,-0.21090372796042894,-0.3917585219258958,-0.35263886091619734,0.0889572251543664,0.02276201964863211,-0.04106528054153776,-0.14147437856211642,-0.24570195254196742,-0.4392837456240884,0.028351209639727145,-0.06350516986437822,0.041258551724601286,0.6073813493170571,1.0,-0.05259092003300725,0.38065559200407123,0.25257174906729457,-0.15520392712734726,-0.15146959170269458,-0.48509635993193856,-0.0720550986917948,-0.017130915515024638
mort_acc,0.19480996809764534,0.20919818931426867,-0.027509755943224384,0.02122997822257358,-0.083325462917071,0.22364033339713668,0.2236700156230998,0.008106187935825682,0.5462511365025361,0.04929654423259889,0.05971493502736695,0.07805667061678101,-0.04789208112198619,-0.05495334653339922,-0.023332471994722385,-0.04182513032609146,0.22212973532629882,-0.025726395203971793,0.2573844971743647,0.09002352654066764,0.09534203501176579,0.06712015210143076,0.46766269216997297,0.1375684078730554,0.2931423991300149,0.0284307718361927,-0.05259092003300725,1.0,0.056996453357636846,-0.06310278635289314,0.06868326259468689,0.06425563440308299,0.06333628325767025,0.5470457922894815,0.22492449136911097
mths_since_recent_bc,0.012980020785243499,0.02435380303672172,-0.016047508038714565,-0.14294020937438384,0.0,0.04453612458681003,0.04455325777937803,0.007009142264910061,0.04684592050223946,-0.2547591665579685,-0.039369177360484876,-0.05023219841955568,0.06068340495212435,-0.04456716921967832,-0.36054998440581243,-0.39247020648141717,0.09285025003228546,0.10085763373417435,-0.0488871926308805,-0.05881753681275825,-0.13144803426893717,-0.34067113891801865,0.15658788960260805,-0.1208143042681328,0.12387527874963619,0.6141232114309096,0.38065559200407123,0.056996453357636846,1.0,0.09205363007773107,-0.20918921325234754,-0.20676823453260734,-0.3097501095609603,0.03708764596450247,-0.09061587583645514
mths_since_recent_inq,-0.020693387750026597,-0.041349892981555975,0.0,-0.5446411323690894,0.04188800324436213,0.011848914543176084,0.011877738322686392,-0.01867142658463238,-0.06172426087728553,-0.29548981603090757,-0.16601286355829295,-0.12012287444063416,0.09457543598807426,-0.08304886253300144,-0.23335017986226333,-0.17996365190540858,0.04648672180075736,0.016895793192033035,-0.022769595703970785,-0.23943616798933987,-0.5212320649569147,-0.2183379692255246,-0.019583394330694115,-0.0215739644055339,0.0,0.15528886629171043,0.25257174906729457,-0.06310278635289314,0.09205363007773107,1.0,-0.07520397824925243,-0.06412348196883007,-0.29225347191035533,-0.059785221460797164,0.0
num_actv_rev_tl,0.16601476193046158,0.08277730517990857,0.2648377010659287,0.15716252244671175,0.026486533824336182,0.1443196590468383,0.14428141397020564,0.01301387358532174,0.11507418170611296,0.20630120056616866,-0.015634830829983692,-0.004620956139263063,0.0,-0.05435437260129903,0.36294904703090397,0.4516789356219492,0.11924654857938717,-0.0385111484194135,0.37319501796032595,0.0,0.09073802887508993,0.35652722126043757,-0.14374343809724038,0.12237348188257141,0.1743698442644269,-0.23269420335210403,-0.15520392712734726,0.06868326259468689,-0.20918921325234754,-0.07520397824925243,1.0,0.9780494047469862,0.2800990168114824,0.14293876980146172,0.32522586782972807
num_rev_tl_bal_gt_0,0.16287945949958393,0.0804353695200589,0.2678488481406683,0.13253200763624418,0.030092647498882016,0.1419095687519134,0.14187338539340186,0.013651749480207632,0.11184693878202534,0.19665951879000138,-0.019055636290346865,0.0,0.004974845785682028,-0.05022518429511105,0.3502971383770582,0.4415625766583416,0.11296435719316486,-0.022373261924972434,0.3669545849363596,0.012906804563041338,0.08720498839838543,0.3499037190905734,-0.1477455101436403,0.13807675558460733,0.17117135635627806,-0.23108838285236086,-0.15146959170269458,0.06425563440308299,-0.20676823453260734,-0.06412348196883007,0.9780494047469862,1.0,0.26747978236580666,0.13946935872607233,0.319184653929363
num_tl_op_past_12m,0.011065259490173058,0.05099014903300095,0.09537410335151682,0.3621929490430249,-0.04971944083489081,-0.041006206682077384,-0.04102526819926833,0.015455447283780857,0.09623649643083511,0.7273088082114242,0.5670346622039465,0.44453488914788014,-0.2620691979678606,0.22096771788907052,0.839082971047646,0.6578228778496924,-0.10668683574167405,-0.04114360048809646,0.08415895610486453,0.22619130473651727,0.455207466251601,0.7774687061976178,-0.04631389678541251,0.11026827644468983,-0.02791903384449894,-0.4042584507471471,-0.48509635993193856,0.06333628325767025,-0.3097501095609603,-0.29225347191035533,0.2800990168114824,0.26747978236580666,1.0,0.0983152629231533,0.05232885967662427
tot_hi_cred_lim,0.3008007706702567,0.3964448842613305,0.023711331443665648,0.027292274683391602,-0.03914880231563281,0.3200521498677573,0.32008791675296466,0.03090572718451777,0.9674006993958487,0.07545899876366159,0.09790812353963414,0.13050403402826763,-0.09469336054028078,-0.017259025621158067,-0.004124097293780598,-0.019502019888850013,0.35880149179188153,0.018768883892354944,0.5045032583572753,0.08703592358679728,0.10427704237349927,0.10794620518347205,0.7847158110487579,0.2593017163296132,0.22031001789493287,0.023400573083835103,-0.0720550986917948,0.5470457922894815,0.03708764596450247,-0.059785221460797164,0.14293876980146172,0.13946935872607233,0.0983152629231533,1.0,0.4047309464632065
total_bc_limit,0.33890577311022185,0.2638942357741475,0.05012505093499787,0.010990317104244005,-0.04804961510873037,0.34628158885767024,0.3462968981340943,-0.005921287366215104,0.3259885826100266,0.04105227391909699,-0.04295253963484579,-0.040696615043109445,0.023737186343183246,-0.11035200080087332,0.08041752011473487,0.0932774312336054,0.5980393201421722,-0.2602730767500918,0.7778062783756448,-0.0546575296461187,-0.022923910184386352,0.06602241178977283,0.13873216727361243,0.8228365523818286,0.27896236075131003,-0.03056252654937442,-0.017130915515024638,0.22492449136911097,-0.09061587583645514,0.0,0.32522586782972807,0.319184653929363,0.05232885967662427,0.4047309464632065,1.0
